TIMESTAMP,RECORD,sensorParms(1),sensorParms(2),sensorParms(3),sensorParms(4),sensorParms(5),sensorParms(6),sensorParms(7),sensorParms(8),sensorParms(9),sensorParms(10),sensorParms(11),Latitude,Longitude
2021-11-06T11:56:02,7731,10.16,-0.0,-0.0,-0.0,5.51,97.61,9.59,9.59,-0.204,-0.13,-1.59,62.474464,6.461324
2021-11-06T12:56:02,7732,10.184,-0.0,-0.0,-0.0,5.45,97.48,9.6,9.6,-0.207,-0.15,-1.62,62.474464,6.461324
2021-11-06T13:56:03,7733,10.219,-0.0,-0.01,-0.0,5.45,97.28,9.63,9.63,-0.217,-0.13,-1.59,62.474464,6.461324
2021-11-06T14:56:02,7734,10.238,-0.0,-0.0,-0.0,5.36,97.12,9.61,9.61,-0.227,-0.13,-1.57,62.474464,6.461324
2021-11-06T15:56:02,7735,10.247,-0.0,-0.0,-0.0,5.34,96.94,9.6,9.6,-0.238,-0.13,-1.57,62.474464,6.461324
2021-11-06T16:56:02,7736,10.253,-0.01,-0.01,-0.0,5.3,96.82,9.61,9.61,-0.249,-0.14,-1.59,62.474464,6.461324
2021-11-06T17:56:02,7737,10.256,-0.0,-0.0,-0.0,5.25,96.71,9.6,9.6,-0.263,-0.14,-1.6,62.474464,6.461324
2021-11-06T18:56:02,7738,10.254,-0.0,-0.0,-0.0,5.08,96.5,9.61,9.61,-0.275,-0.13,-1.58,62.474464,6.461324
2021-11-06T19:56:02,7739,10.253,-0.0,-0.0,-0.0,5.15,96.29,9.59,9.59,-0.291,-0.13,-1.59,62.474464,6.461324
2021-11-06T20:56:02,7740,10.258,-0.01,-0.01,-0.0,4.88,96.17,9.62,9.62,-0.303,-0.15,-1.63,62.474464,6.461324
2021-11-06T21:56:02,7741,10.267,-0.0,-0.01,-0.0,4.74,96.02,9.63,9.63,-0.316,-0.13,-1.59,62.474464,6.461324
2021-11-06T22:56:02,7742,10.282,-0.0,-0.01,-0.0,4.68,95.79,9.58,9.58,-0.327,-0.13,-1.57,62.474464,6.461324
2021-11-06T23:56:02,7743,10.316,-0.0,-0.0,-0.0,4.71,95.71,9.62,9.62,-0.335,-0.13,-1.58,62.474464,6.461324
2021-11-07T00:56:02,7744,10.312,-0.0,-0.01,-0.0,4.72,95.48,9.65,9.65,-0.347,-0.13,-1.58,62.474464,6.461324
2021-11-07T01:56:02,7745,10.323,-0.0,-0.0,-0.0,4.67,95.38,9.6,9.6,-0.353,-0.13,-1.58,62.474464,6.461324
2021-11-07T02:56:02,7746,10.334,-0.0,-0.01,-0.0,4.55,95.28,9.57,9.57,-0.362,-0.13,-1.57,62.474464,6.461324
2021-11-07T03:56:02,7747,10.347,-0.0,-0.0,-0.0,4.51,95.19,9.59,9.59,-0.367,-0.13,-1.58,62.474464,6.461324
2021-11-07T04:56:02,7748,10.362,-0.0,-0.01,-0.0,4.54,95.04,9.62,9.62,-0.371,-0.12,-1.56,62.474464,6.461324
2021-11-07T05:56:02,7749,10.375,-0.0,-0.0,-0.0,4.28,95.05,9.58,9.58,-0.367,-0.13,-1.59,62.474464,6.461324
2021-11-07T06:56:02,7750,10.386,-0.0,-0.0,-0.0,4.67,95.0,9.64,9.64,-0.363,-0.13,-1.58,62.474464,6.461324
2021-11-07T07:56:02,7751,10.394,-0.0,-0.0,-0.0,4.53,95.0,9.58,9.58,-0.357,-0.12,-1.56,62.474464,6.461324
2021-11-07T08:56:02,7752,10.401,-0.0,-0.0,-0.0,4.55,95.04,9.59,9.59,-0.346,-0.13,-1.58,62.474464,6.461324
2021-11-07T09:56:02,7753,10.407,-0.0,-0.0,-0.0,4.33,95.18,9.62,9.62,-0.335,-0.13,-1.59,62.474464,6.461324
2021-11-07T10:56:02,7754,10.408,-0.0,-0.0,-0.0,4.19,95.19,9.61,9.61,-0.324,-0.13,-1.58,62.474464,6.461324
2021-11-07T11:56:02,7755,10.389,-0.0,-0.0,-0.0,4.38,95.17,9.6,9.6,-0.312,-0.13,-1.58,62.474464,6.461324
2021-11-07T12:56:02,7756,10.38,-0.0,-0.0,-0.0,4.18,95.31,9.59,9.59,-0.3,-0.14,-1.59,62.474464,6.461324
2021-11-07T13:56:02,7757,10.391,-0.0,-0.0,-0.0,4.15,95.33,9.6,9.6,-0.291,-0.13,-1.57,62.474464,6.461324
2021-11-07T14:56:02,7758,10.399,-0.0,-0.0,-0.0,4.3,95.39,9.59,9.59,-0.281,-0.14,-1.61,62.474464,6.461324
2021-11-07T15:56:02,7759,10.404,-0.0,-0.0,-0.0,4.04,95.48,9.6,9.6,-0.267,-0.13,-1.59,62.474464,6.461324
2021-11-07T16:56:02,7760,10.41,-0.0,-0.01,-0.0,4.22,95.57,9.64,9.64,-0.254,-0.12,-1.55,62.474464,6.461324
2021-11-07T17:56:02,7761,10.411,-0.0,-0.0,-0.0,4.08,95.68,9.6,9.6,-0.242,-0.13,-1.56,62.474464,6.461324
2021-11-07T18:56:02,7762,10.407,-0.0,-0.0,-0.0,4.2,95.7,9.6,9.6,-0.235,-0.13,-1.57,62.474464,6.461324
2021-11-07T19:56:02,7763,10.401,-0.0,-0.0,-0.0,4.23,95.7,9.59,9.59,-0.225,-0.13,-1.58,62.474464,6.461324
2021-11-07T20:56:02,7764,10.398,-0.0,-0.0,-0.0,3.82,95.8,9.58,9.58,-0.21,-0.14,-1.6,62.474464,6.461324
2021-11-07T21:56:02,7765,10.397,-0.0,-0.0,-0.0,3.89,95.93,9.56,9.56,-0.199,-0.13,-1.57,62.474464,6.461324
2021-11-07T22:56:02,7766,10.401,-0.0,-0.0,-0.0,3.31,95.99,9.61,9.61,-0.188,-0.14,-1.6,62.474464,6.461324
2021-11-07T23:56:02,7767,10.423,-0.0,-0.0,-0.0,3.57,96.08,9.6,9.6,-0.177,-0.14,-1.6,62.474464,6.461324
2021-11-08T00:56:02,7768,10.408,-0.0,-0.0,-0.0,3.94,96.06,9.62,9.62,-0.171,-0.13,-1.57,62.474464,6.461324
2021-11-08T01:56:02,7769,10.398,-0.0,-0.0,-0.0,3.43,96.07,9.59,9.59,-0.17,-0.13,-1.58,62.474464,6.461324
2021-11-08T02:56:02,7770,10.393,-0.0,-0.0,-0.0,3.39,95.95,9.63,9.63,-0.17,-0.12,-1.56,62.474464,6.461324
2021-11-08T03:56:02,7771,10.393,-0.0,-0.0,-0.0,3.32,96.02,9.59,9.59,-0.161,-0.13,-1.58,62.474464,6.461324
2021-11-08T04:56:02,7772,10.391,-0.0,-0.0,-0.0,3.04,96.1,9.56,9.56,-0.155,-0.13,-1.57,62.474464,6.461324
2021-11-08T05:56:02,7773,10.384,-0.0,-0.0,-0.0,3.16,96.04,9.6,9.6,-0.151,-0.13,-1.58,62.474464,6.461324
2021-11-08T06:56:02,7774,10.377,-0.0,-0.0,-0.0,3.1,96.13,9.61,9.61,-0.146,-0.14,-1.6,62.474464,6.461324
2021-11-08T07:56:02,7775,10.367,-0.0,-0.0,-0.0,2.7,96.12,9.58,9.58,-0.139,-0.13,-1.59,62.474464,6.461324
2021-11-08T08:56:02,7776,10.352,-0.0,-0.0,-0.0,2.95,96.12,9.59,9.59,-0.14,-0.13,-1.59,62.474464,6.461324
2021-11-08T09:56:02,7777,10.335,-0.0,-0.01,-0.0,3.15,96.04,9.58,9.58,-0.138,-0.13,-1.57,62.474464,6.461324
2021-11-08T10:56:02,7778,10.321,-0.0,-0.0,-0.0,2.7,96.1,9.58,9.58,-0.134,-0.14,-1.61,62.474464,6.461324
2021-11-08T11:56:02,7779,10.312,-0.0,-0.0,-0.0,4.09,96.06,9.62,9.62,-0.131,-0.13,-1.59,62.474464,6.461324
2021-11-08T12:56:02,7780,10.307,-0.0,-0.0,-0.0,3.08,96.0,9.59,9.59,-0.13,-0.13,-1.59,62.474464,6.461324
2021-11-08T13:56:02,7781,10.311,-0.0,-0.01,-0.0,2.99,95.94,9.58,9.58,-0.137,-0.14,-1.6,62.474464,6.461324
2021-11-08T14:56:02,7782,10.317,-0.0,-0.01,-0.0,3.48,95.85,9.58,9.58,-0.144,-0.13,-1.57,62.474464,6.461324
2021-11-08T15:56:02,7783,10.322,-0.0,-0.0,-0.0,2.93,95.72,9.61,9.61,-0.141,-0.13,-1.58,62.474464,6.461324
2021-11-08T16:56:02,7784,10.326,-0.0,-0.0,-0.0,2.97,95.69,9.6,9.6,-0.15,-0.13,-1.58,62.474464,6.461324
2021-11-08T17:56:02,7785,10.326,-0.0,-0.0,-0.0,3.23,95.59,9.6,9.6,-0.15,-0.12,-1.56,62.474464,6.461324
2021-11-08T18:56:02,7786,10.324,-0.0,-0.0,-0.0,2.91,95.53,9.61,9.61,-0.16,-0.13,-1.57,62.474464,6.461324
2021-11-08T19:56:02,7787,10.33,-0.0,-0.0,-0.0,2.7,95.44,9.59,9.59,-0.167,-0.14,-1.61,62.474464,6.461324
2021-11-08T20:56:02,7788,10.341,-0.0,-0.0,-0.0,5.22,95.29,9.61,9.61,-0.172,-0.13,-1.58,62.474464,6.461324
2021-11-08T21:56:02,7789,10.352,-0.0,-0.0,-0.0,2.69,95.2,9.62,9.62,-0.185,-0.12,-1.55,62.474464,6.461324
2021-11-08T22:56:02,7790,10.364,-0.0,-0.0,-0.0,4.07,94.96,9.62,9.62,-0.205,-0.13,-1.58,62.474464,6.461324
2021-11-08T23:56:02,7791,10.402,-0.0,-0.0,-0.0,3.35,94.8,9.62,9.62,-0.225,-0.14,-1.61,62.474464,6.461324
2021-11-09T00:56:02,7792,10.4,-0.0,-0.0,-0.0,3.7,94.53,9.58,9.58,-0.24,-0.13,-1.58,62.474464,6.461324
2021-11-09T01:56:02,7793,10.411,-0.0,-0.0,-0.0,3.84,94.43,9.62,9.62,-0.248,-0.13,-1.59,62.474464,6.461324
2021-11-09T02:56:02,7794,10.421,-0.0,-0.01,-0.0,3.74,94.34,9.6,9.6,-0.258,-0.13,-1.58,62.474464,6.461324
2021-11-09T03:56:02,7795,10.437,-0.0,-0.01,-0.0,3.79,94.28,9.6,9.6,-0.267,-0.13,-1.59,62.474464,6.461324
2021-11-09T04:56:02,7796,10.453,-0.0,-0.0,-0.0,3.68,94.26,9.57,9.57,-0.267,-0.13,-1.57,62.474464,6.461324
2021-11-09T05:56:02,7797,10.468,-0.0,-0.0,-0.0,4.04,94.11,9.55,9.55,-0.271,-0.14,-1.61,62.474464,6.461324
2021-11-09T06:56:02,7798,10.48,-0.0,-0.01,-0.0,3.88,94.11,9.6,9.6,-0.27,-0.13,-1.59,62.474464,6.461324
2021-11-09T07:56:02,7799,10.499,-0.0,-0.0,-0.0,3.92,94.19,9.56,9.56,-0.266,-0.13,-1.59,62.474464,6.461324
2021-11-09T08:56:02,7800,10.523,-0.0,-0.0,-0.0,4.14,94.25,9.56,9.56,-0.251,-0.14,-1.61,62.474464,6.461324
2021-11-09T09:56:02,7801,10.54,-0.0,-0.0,-0.0,3.88,94.27,9.58,9.58,-0.241,-0.14,-1.59,62.474464,6.461324
2021-11-09T10:56:02,7802,10.539,-0.0,-0.0,-0.0,4.15,94.27,9.59,9.59,-0.236,-0.14,-1.6,62.474464,6.461324
2021-11-09T11:56:02,7803,10.527,-0.0,-0.0,-0.0,5.3,94.35,9.58,9.58,-0.234,-0.13,-1.58,62.474464,6.461324
2021-11-09T12:56:02,7804,10.526,-0.0,-0.0,-0.0,4.43,94.35,9.58,9.58,-0.231,-0.14,-1.6,62.474464,6.461324
2021-11-09T13:56:02,7805,10.527,-0.0,-0.0,-0.0,4.42,94.26,9.53,9.53,-0.235,-0.13,-1.58,62.474464,6.461324
2021-11-09T14:56:02,7806,10.651,-0.0,-0.01,-0.0,4.24,94.25,9.59,9.59,-0.24,-0.14,-1.61,62.474464,6.461324
2021-11-09T15:56:02,7807,10.799,-0.0,-0.0,-0.0,3.79,94.26,9.57,9.57,-0.243,-0.14,-1.61,62.474464,6.461324
2021-11-09T16:56:02,7808,10.856,-0.0,-0.0,-0.0,3.68,94.24,9.51,9.51,-0.246,-0.13,-1.59,62.474464,6.461324
2021-11-09T17:56:02,7809,10.889,-0.0,-0.0,-0.0,3.84,94.23,9.56,9.56,-0.245,-0.13,-1.57,62.474464,6.461324
2021-11-09T18:56:02,7810,10.913,-0.0,-0.0,-0.0,2.56,94.19,9.56,9.56,-0.253,-0.14,-1.61,62.474464,6.461324
2021-11-09T19:56:02,7811,10.938,-0.0,-0.0,-0.0,1.59,94.25,9.52,9.52,-0.243,-0.14,-1.6,62.474464,6.461324
2021-11-09T20:56:02,7812,10.964,-0.0,-0.0,-0.0,2.49,94.15,9.53,9.53,-0.243,-0.13,-1.59,62.474464,6.461324
2021-11-09T21:56:02,7813,10.983,-0.0,-0.0,-0.0,3.11,94.18,9.55,9.55,-0.234,-0.13,-1.59,62.474464,6.461324
2021-11-09T22:56:02,7814,10.991,-0.0,-0.01,-0.0,3.4,94.14,9.54,9.54,-0.235,-0.13,-1.59,62.474464,6.461324
2021-11-09T23:56:02,7815,11.021,-0.0,-0.0,-0.0,3.42,94.12,9.55,9.55,-0.233,-0.13,-1.59,62.474464,6.461324
2021-11-10T00:56:02,7816,11.013,-0.0,-0.0,-0.0,3.43,94.13,9.55,9.55,-0.235,-0.14,-1.6,62.474464,6.461324
2021-11-10T01:56:02,7817,11.013,-0.0,-0.0,-0.0,3.43,94.03,9.51,9.51,-0.238,-0.13,-1.58,62.474464,6.461324
2021-11-10T02:56:02,7818,11.012,-0.0,-0.01,-0.0,5.21,93.94,9.56,9.56,-0.248,-0.14,-1.61,62.474464,6.461324
2021-11-10T03:56:02,7819,11.021,-0.0,-0.0,-0.0,4.05,93.84,9.5,9.5,-0.257,-0.14,-1.59,62.474464,6.461324
2021-11-10T04:56:02,7820,11.032,-0.0,-0.0,-0.0,3.63,93.77,9.53,9.53,-0.262,-0.14,-1.6,62.474464,6.461324
2021-11-10T05:56:02,7821,11.048,-0.0,-0.0,-0.0,3.47,93.8,9.56,9.56,-0.26,-0.13,-1.58,62.474464,6.461324
2021-11-10T06:56:02,7822,11.064,-0.0,-0.0,-0.0,3.07,93.88,9.51,9.51,-0.248,-0.14,-1.61,62.474464,6.461324
2021-11-10T07:56:02,7823,11.067,-0.0,-0.0,-0.0,2.95,93.92,9.54,9.54,-0.242,-0.14,-1.62,62.474464,6.461324
2021-11-10T08:56:02,7824,11.069,-0.0,-0.0,-0.0,2.93,93.94,9.54,9.54,-0.238,-0.14,-1.59,62.474464,6.461324
2021-11-10T09:56:02,7825,11.071,-0.0,-0.0,-0.0,2.57,93.99,9.53,9.53,-0.234,-0.14,-1.6,62.474464,6.461324
2021-11-10T10:56:02,7826,11.07,-0.0,-0.0,-0.0,2.52,93.98,9.52,9.52,-0.232,-0.14,-1.62,62.474464,6.461324
2021-11-10T11:56:02,7827,11.073,-0.0,-0.0,-0.0,2.65,94.02,9.52,9.52,-0.225,-0.14,-1.62,62.474464,6.461324
2021-11-10T12:56:02,7828,11.078,-0.0,-0.0,-0.0,1.98,94.07,9.53,9.53,-0.218,-0.13,-1.58,62.474464,6.461324
2021-11-10T13:56:02,7829,11.081,-0.0,-0.0,-0.0,2.32,94.08,9.54,9.54,-0.217,-0.13,-1.59,62.474464,6.461324
2021-11-10T14:56:02,7830,11.084,-0.0,-0.0,-0.0,0.94,94.18,9.49,9.49,-0.204,-0.14,-1.6,62.474464,6.461324
2021-11-10T15:56:02,7831,11.084,-0.0,-0.0,-0.0,-0.05,94.21,9.51,9.51,-0.199,-0.14,-1.6,62.474464,6.461324
2021-11-10T16:56:02,7832,11.085,-0.0,-0.0,-0.0,0.92,94.2,9.52,9.52,-0.198,-0.14,-1.6,62.474464,6.461324
2021-11-10T17:56:02,7833,11.087,-0.0,-0.01,-0.0,0.79,94.2,9.53,9.53,-0.192,-0.14,-1.6,62.474464,6.461324
2021-11-10T18:56:02,7834,11.093,-0.0,-0.0,-0.0,0.35,94.18,9.52,9.52,-0.192,-0.14,-1.61,62.474464,6.461324
2021-11-10T19:56:02,7835,11.104,-0.0,-0.0,-0.0,-0.11,94.19,9.54,9.54,-0.189,-0.14,-1.6,62.474464,6.461324
2021-11-10T20:56:02,7836,11.115,-0.0,-0.0,-0.0,0.92,94.13,9.54,9.54,-0.192,-0.15,-1.63,62.474464,6.461324
2021-11-10T21:56:03,7837,11.125,-0.0,-0.0,-0.0,0.76,94.09,9.54,9.54,-0.194,-0.14,-1.6,62.474464,6.461324
2021-11-10T22:56:02,7838,11.136,-0.0,-0.0,-0.0,0.93,93.96,9.51,9.51,-0.204,-0.14,-1.61,62.474464,6.461324
2021-11-10T23:56:02,7839,11.164,-0.0,-0.0,-0.0,-0.33,93.93,9.49,9.49,-0.207,-0.14,-1.61,62.474464,6.461324
2021-11-11T00:56:02,7840,11.156,-0.0,-0.0,-0.0,0.25,93.79,9.52,9.52,-0.221,-0.14,-1.59,62.474464,6.461324
2021-11-11T01:56:02,7841,11.159,-0.0,-0.0,-0.0,-2.63,93.72,9.5,9.5,-0.229,-0.13,-1.58,62.474464,6.461324
2021-11-11T02:56:02,7842,11.164,-0.0,-0.0,-0.0,-0.42,93.56,9.53,9.53,-0.245,-0.14,-1.61,62.474464,6.461324
2021-11-11T03:56:02,7843,11.165,-0.0,-0.0,-0.0,-4.18,93.39,9.51,9.51,-0.263,-0.15,-1.63,62.474464,6.461324
2021-11-11T04:56:02,7844,11.165,-0.0,-0.0,-0.0,-2.64,93.21,9.51,9.51,-0.283,-0.14,-1.6,62.474464,6.461324
2021-11-11T05:56:02,7845,11.166,-0.0,-0.01,-0.0,-1.59,92.97,9.52,9.52,-0.304,-0.14,-1.61,62.474464,6.461324
2021-11-11T06:56:02,7846,11.177,-0.0,-0.0,-0.0,-4.18,92.98,9.53,9.53,-0.301,-0.13,-1.59,62.474464,6.461324
2021-11-11T07:56:02,7847,11.189,-0.0,-0.0,-0.0,-2.73,92.95,9.49,9.49,-0.299,-0.14,-1.6,62.474464,6.461324
2021-11-11T08:56:02,7848,11.187,-0.0,-0.0,-0.0,-1.31,92.96,9.51,9.51,-0.293,-0.14,-1.6,62.474464,6.461324
2021-11-11T09:56:02,7849,11.182,-0.0,-0.0,-0.0,-2.5,93.11,9.47,9.47,-0.271,-0.13,-1.57,62.474464,6.461324
2021-11-11T10:56:02,7850,11.176,-0.0,-0.01,-0.0,-0.29,93.21,9.49,9.49,-0.256,-0.14,-1.6,62.474464,6.461324
2021-11-11T11:56:02,7851,11.17,-0.0,-0.0,-0.0,-1.48,93.34,9.51,9.51,-0.24,-0.14,-1.6,62.474464,6.461324
2021-11-11T12:56:02,7852,11.167,-0.0,-0.0,-0.0,-2.69,93.45,9.53,9.53,-0.23,-0.13,-1.57,62.474464,6.461324
2021-11-11T13:56:02,7853,11.168,-0.0,-0.0,-0.0,-3.42,93.43,9.52,9.52,-0.228,-0.13,-1.58,62.474464,6.461324
2021-11-11T14:56:02,7854,11.17,-0.0,-0.0,-0.0,-1.33,93.5,9.52,9.52,-0.216,-0.13,-1.58,62.474464,6.461324
2021-11-11T15:56:02,7855,11.177,-0.0,-0.0,-0.0,-1.24,93.61,9.51,9.51,-0.199,-0.13,-1.59,62.474464,6.461324
2021-11-11T16:56:02,7856,11.183,-0.0,-0.0,-0.0,1.29,93.72,9.49,9.49,-0.186,-0.14,-1.6,62.474464,6.461324
2021-11-11T17:56:02,7857,11.188,-0.0,-0.01,-0.0,-0.21,93.81,9.5,9.5,-0.174,-0.15,-1.63,62.474464,6.461324
2021-11-11T18:56:02,7858,11.192,0.0,0.0,-0.0,-1.24,93.93,9.5,9.5,-0.161,-0.14,-1.61,62.474464,6.461324
2021-11-11T19:56:02,7859,11.193,-0.0,-0.0,-0.0,-2.45,93.99,9.48,9.48,-0.15,-0.14,-1.6,62.474464,6.461324
2021-11-11T20:56:02,7860,11.198,-0.0,-0.0,-0.0,-1.15,94.02,9.55,9.55,-0.146,-0.14,-1.62,62.474464,6.461324
2021-11-11T21:56:02,7861,11.204,-0.0,-0.0,-0.0,-1.84,94.03,9.49,9.49,-0.139,-0.13,-1.58,62.474464,6.461324
2021-11-11T22:56:02,7862,11.211,-0.0,-0.0,-0.0,-1.12,94.07,9.52,9.52,-0.133,-0.14,-1.59,62.474464,6.461324
2021-11-11T23:56:02,7863,11.241,-0.0,-0.0,-0.0,1.31,94.1,9.51,9.51,-0.129,-0.14,-1.62,62.474464,6.461324
2021-11-12T00:56:02,7864,11.232,-0.0,-0.0,-0.0,-0.89,94.13,9.48,9.48,-0.125,-0.15,-1.64,62.474464,6.461324
2021-11-12T01:56:02,7865,11.23,-0.0,-0.0,-0.0,2.28,94.12,9.48,9.48,-0.123,-0.15,-1.62,62.474464,6.461324
2021-11-12T02:56:02,7866,11.229,-0.0,-0.0,-0.0,-2.59,94.12,9.52,9.52,-0.122,-0.13,-1.59,62.474464,6.461324
2021-11-12T03:56:02,7867,11.221,-0.0,-0.0,-0.0,5.07,94.12,9.49,9.49,-0.122,-0.13,-1.57,62.474464,6.461324
2021-11-12T04:56:02,7868,11.223,-0.0,-0.01,-0.0,-0.34,94.11,9.53,9.53,-0.122,-0.14,-1.59,62.474464,6.461324
2021-11-12T05:56:02,7869,11.223,-0.0,-0.0,-0.0,-2.88,94.09,9.5,9.5,-0.121,-0.14,-1.61,62.474464,6.461324
2021-11-12T06:56:02,7870,11.22,-0.0,-0.0,-0.0,-1.71,94.09,9.49,9.49,-0.121,-0.14,-1.61,62.474464,6.461324
2021-11-12T07:56:02,7871,11.213,-0.0,-0.0,-0.0,-4.18,94.03,9.52,9.52,-0.125,-0.13,-1.59,62.474464,6.461324
2021-11-12T08:56:02,7872,11.203,-0.0,-0.0,-0.0,-1.94,94.01,9.53,9.53,-0.127,-0.14,-1.59,62.474464,6.461324
2021-11-12T09:56:02,7873,11.188,-0.01,-0.01,-0.0,-3.34,94.0,9.51,9.51,-0.129,-0.14,-1.6,62.474464,6.461324
2021-11-12T10:56:02,7874,11.266,-0.0,-0.0,-0.0,-2.8,93.96,9.48,9.48,-0.131,-0.13,-1.59,62.474464,6.461324
2022-03-26T11:56:02,7875,2.831,27.39,47.5,0.02,7.25,94.01,1.93,1.93,3.188,8.08,24.14,62.474464,6.461324
2022-03-26T14:56:02,7876,2.865,27.42,47.51,0.02,6.61,93.43,1.95,1.95,2.939,8.06,24.08,62.474464,6.461324
2022-03-26T15:56:02,7877,2.847,27.44,47.57,0.02,6.63,93.38,1.95,1.95,2.937,8.1,24.2,62.474464,6.461324
2022-03-26T16:56:02,7878,2.862,27.41,47.5,0.02,6.64,93.52,1.94,1.94,2.931,8.07,24.11,62.474464,6.461324
2022-03-26T17:56:02,7879,2.856,27.4,47.48,0.02,6.64,93.53,1.95,1.95,2.926,8.09,24.17,62.474464,6.461324
2022-03-26T18:56:02,7880,2.834,27.38,47.49,0.02,6.64,93.57,1.94,1.94,2.923,8.12,24.27,62.474464,6.461324
2022-03-26T19:56:02,7881,2.849,27.42,47.54,0.02,6.65,93.61,1.95,1.95,2.917,8.04,24.03,62.474464,6.461324
2022-03-26T20:56:02,7882,2.845,27.4,47.51,0.02,6.64,93.7,1.93,1.93,2.916,8.11,24.23,62.474464,6.461324
2022-03-26T21:56:03,7883,2.85,27.42,47.52,0.02,6.65,93.75,1.99,1.99,2.913,8.1,24.2,62.474464,6.461324
2022-03-26T22:56:02,7884,2.841,27.4,47.5,0.02,6.65,93.78,1.97,1.97,2.907,8.11,24.23,62.474464,6.461324
2022-03-26T23:56:02,7885,2.816,27.37,47.49,0.02,6.64,93.7,1.94,1.94,2.899,8.12,24.27,62.474464,6.461324
2022-03-27T02:56:02,7886,2.825,27.38,47.49,0.02,6.61,93.94,1.94,1.94,2.97,8.14,24.32,62.474464,6.461324
2022-03-27T03:56:02,7887,2.825,27.38,47.5,0.02,6.62,93.96,1.97,1.97,2.957,8.13,24.28,62.474464,6.461324
2022-03-27T04:56:02,7888,2.824,27.38,47.5,0.02,6.62,93.98,1.94,1.94,2.949,8.13,24.3,62.474464,6.461324
2022-03-27T05:56:02,7889,2.828,27.38,47.5,0.02,6.62,94.06,1.94,1.94,2.95,8.13,24.29,62.474464,6.461324
2022-03-27T06:56:02,7890,2.834,27.38,47.49,0.02,6.61,94.13,1.96,1.96,2.944,8.12,24.27,62.474464,6.461324
2022-03-27T07:56:02,7891,2.836,27.39,47.49,0.02,6.62,94.16,1.93,1.93,2.937,8.13,24.28,62.474464,6.461324
2022-03-27T08:56:02,7892,2.836,27.39,47.49,0.02,6.62,94.21,1.96,1.96,2.921,8.13,24.28,62.474464,6.461324
2022-03-27T09:56:02,7893,2.844,27.4,47.5,0.02,6.6,94.28,1.91,1.91,2.944,8.13,24.29,62.474464,6.461324
2022-03-27T10:56:02,7894,2.838,27.39,47.49,0.02,6.61,94.32,1.91,1.91,2.897,8.13,24.29,62.474464,6.461324
2022-03-27T11:56:02,7895,2.855,27.41,47.5,0.02,6.6,94.41,1.93,1.93,2.908,8.1,24.22,62.474464,6.461324
2022-03-27T13:56:02,7896,2.889,27.43,47.49,0.02,6.57,94.6,1.91,1.91,2.914,8.09,24.18,62.474464,6.461324
2022-03-27T14:56:01,7897,2.883,27.43,47.49,0.02,6.59,94.62,1.86,1.86,0.559,8.09,24.18,62.474464,6.461324
2022-03-27T15:56:01,7898,2.888,27.43,47.49,0.02,6.56,94.67,1.85,1.85,3.02,8.1,24.19,62.474464,6.461324
2022-03-27T16:56:02,7899,2.869,27.42,47.49,0.02,6.59,94.64,1.84,1.84,0.519,8.11,24.24,62.474464,6.461324
2022-03-27T17:56:02,7900,2.888,27.43,47.48,0.02,6.57,94.73,1.87,1.87,3.01,8.11,24.23,62.474464,6.461324
2022-03-27T18:56:01,7901,2.884,27.43,47.49,0.02,6.57,94.76,1.82,1.82,3.064,8.1,24.22,62.474464,6.461324
2022-03-27T19:56:02,7902,2.881,27.42,47.48,0.02,6.58,94.8,1.84,1.84,2.994,8.11,24.23,62.474464,6.461324
2022-03-27T20:56:02,7903,2.88,27.42,47.49,0.02,6.58,94.85,1.86,1.86,2.94,8.11,24.24,62.474464,6.461324
2022-03-27T21:56:02,7904,2.89,27.43,47.49,0.02,6.58,94.92,1.85,1.85,3.031,8.11,24.25,62.474464,6.461324
2022-03-27T22:56:02,7905,2.892,27.43,47.48,0.02,6.61,94.96,1.87,1.87,0.534,8.11,24.24,62.474464,6.461324
2022-03-27T23:56:02,7906,2.903,27.44,47.49,0.02,6.57,95.03,1.85,1.85,3.111,8.11,24.23,62.474464,6.461324
2022-03-28T01:56:02,7907,3.198,51.77,88.71,0.04,6.68,8.42,279.17,279.17,70.21,0.1,0.45,62.474464,6.461324
2022-03-28T02:56:02,7908,3.591,44.88,75.94,0.04,6.48,5.19,147.42,147.42,70.165,-0.07,-0.06,62.474464,6.461324
2022-03-28T03:56:02,7909,3.684,43.21,72.88,0.03,6.44,4.86,150.69,150.69,70.143,-0.07,-0.05,62.474464,6.461324
2022-03-28T04:56:02,7910,3.725,42.49,71.58,0.03,6.43,4.36,307.89,307.89,70.141,-0.08,-0.08,62.474464,6.461324
2022-03-28T05:56:02,7911,3.747,43.82,73.77,0.03,6.38,4.29,109.95,109.95,70.131,-0.08,-0.09,62.474464,6.461324
2022-03-28T06:56:02,7912,3.761,43.17,72.63,0.03,6.39,4.24,102.94,102.94,70.128,-0.08,-0.09,62.474464,6.461324
2022-03-28T07:56:02,7913,3.771,43.01,72.34,0.03,6.38,4.2,112.38,112.38,70.117,-0.08,-0.08,62.474464,6.461324
2022-03-28T08:56:02,7914,3.778,42.94,72.2,0.03,6.37,4.17,109.99,109.99,70.125,-0.09,-0.1,62.474464,6.461324
2022-03-28T09:56:02,7915,3.784,43.11,72.48,0.03,6.36,4.14,117.26,117.26,70.135,-0.09,-0.11,62.474464,6.461324
