TIMESTAMP,RECORD,sensorParms(1),sensorParms(2),sensorParms(3),sensorParms(4),sensorParms(5),sensorParms(6),sensorParms(7),sensorParms(8),sensorParms(9),sensorParms(10),sensorParms(11),Latitude,Longitude
2022-08-24T23:56:02,2735,14.848,36.92,45.8,0.02,6.56,102.03,1.02,1.02,2.945,7.99,21.27,62.474464,6.461324
2022-08-25T01:56:02,2736,14.941,37.02,45.82,0.02,6.54,102.06,1.0,1.0,2.91,7.94,21.15,62.474464,6.461324
2022-08-25T02:56:02,2737,14.953,37.05,45.85,0.02,6.57,102.06,1.02,1.02,2.91,7.91,21.05,62.474464,6.461324
2022-08-25T03:56:02,2738,14.978,37.03,45.79,0.02,6.58,102.15,1.04,1.04,2.909,7.95,21.17,62.474464,6.461324
2022-08-25T04:56:02,2739,14.914,36.96,45.78,0.02,6.58,102.24,1.01,1.01,2.911,8.0,21.31,62.474464,6.461324
2022-08-25T05:56:02,2740,14.953,37.0,45.78,0.02,6.56,102.2,1.01,1.01,2.916,8.0,21.31,62.474464,6.461324
2022-08-25T06:56:02,2741,14.904,37.02,45.87,0.02,6.56,102.53,0.99,0.99,2.923,7.87,20.93,62.474464,6.461324
2022-08-25T07:56:02,2742,14.914,36.98,45.81,0.02,6.57,102.26,1.02,1.02,2.931,7.95,21.17,62.474464,6.461324
2022-08-25T08:56:02,2743,14.997,37.04,45.78,0.02,6.58,102.27,1.02,1.02,2.931,7.97,21.22,62.474464,6.461324
2022-08-25T09:56:02,2744,15.003,37.04,45.78,0.02,6.57,102.32,1.0,1.0,2.935,7.98,21.24,62.474464,6.461324
2022-08-25T10:56:02,2745,15.111,37.16,45.81,0.02,6.57,102.55,0.96,0.96,2.939,7.9,21.03,62.474464,6.461324
2022-08-25T11:56:02,2746,15.024,37.06,45.78,0.02,6.57,102.43,0.98,0.98,2.934,7.98,21.23,62.474464,6.461324
2022-08-25T13:56:02,2747,15.091,37.15,45.82,0.02,6.53,102.58,1.03,1.03,2.954,7.85,20.9,62.474464,6.461324
2022-08-25T14:56:02,2748,15.088,37.15,45.83,0.02,6.57,102.54,1.02,1.02,2.952,7.84,20.87,62.474464,6.461324
2022-08-25T15:56:02,2749,15.051,37.14,45.85,0.02,6.58,102.51,0.99,0.99,2.95,7.83,20.85,62.474464,6.461324
2022-08-25T16:56:02,2750,15.061,37.12,45.82,0.02,6.58,102.6,0.97,0.97,2.943,7.87,20.95,62.474464,6.461324
2022-08-25T17:56:02,2751,15.08,37.15,45.83,0.02,6.59,102.75,0.97,0.97,2.936,7.88,20.96,62.474464,6.461324
2022-08-25T18:56:02,2752,15.084,37.14,45.82,0.02,6.57,102.77,0.98,0.98,2.938,7.87,20.95,62.474464,6.461324
2022-08-25T19:56:02,2753,15.057,37.14,45.84,0.02,6.57,102.64,0.99,0.99,2.941,7.86,20.93,62.474464,6.461324
2022-08-25T20:56:02,2754,15.05,37.12,45.83,0.02,6.58,102.66,0.97,0.97,2.94,7.89,21.0,62.474464,6.461324
2022-08-25T21:56:02,2755,14.981,37.06,45.83,0.02,6.57,102.45,1.0,1.0,2.932,7.94,21.13,62.474464,6.461324
2022-08-25T22:56:03,2756,14.905,37.01,45.85,0.02,6.56,102.22,1.03,1.03,2.922,7.93,21.12,62.474464,6.461324
2022-08-25T23:56:02,2757,14.922,37.0,45.83,0.02,6.57,102.3,0.97,0.97,2.912,8.0,21.29,62.474464,6.461324
2022-08-26T01:56:02,2758,14.866,36.97,45.85,0.02,6.52,102.16,1.04,1.04,2.886,7.98,21.25,62.474464,6.461324
2022-08-26T02:56:02,2759,14.945,37.03,45.84,0.02,6.58,102.5,1.03,1.03,2.88,7.93,21.11,62.474464,6.461324
2022-08-26T03:56:02,2760,15.065,37.15,45.85,0.02,6.56,102.62,1.0,1.0,2.893,7.92,21.08,62.474464,6.461324
2022-08-26T04:56:02,2761,14.852,36.96,45.85,0.02,6.51,102.12,1.01,1.01,2.896,7.96,21.18,62.474464,6.461324
2022-08-26T05:56:02,2762,14.895,37.0,45.85,0.02,6.52,102.13,0.99,0.99,2.915,7.95,21.15,62.474464,6.461324
2022-08-26T06:56:02,2763,14.966,37.05,45.83,0.02,6.5,102.16,0.97,0.97,2.918,7.91,21.07,62.474464,6.461324
2022-08-26T07:56:02,2764,15.002,37.08,45.83,0.02,6.54,102.22,1.04,1.04,2.915,7.88,20.98,62.474464,6.461324
2022-08-26T08:56:03,2765,14.943,37.03,45.83,0.02,6.55,102.24,1.01,1.01,2.917,7.89,20.99,62.474464,6.461324
2022-08-26T09:56:02,2766,14.922,37.02,45.84,0.02,6.55,102.21,0.99,0.99,2.921,7.9,21.04,62.474464,6.461324
2022-08-26T10:56:02,2767,14.927,37.0,45.81,0.02,6.54,102.19,0.97,0.97,2.924,7.87,20.96,62.474464,6.461324
2022-08-26T11:56:02,2768,14.919,37.01,45.84,0.02,6.55,102.22,1.0,1.0,2.925,7.88,20.97,62.474464,6.461324
2022-08-26T13:56:02,2769,14.839,36.95,45.85,0.02,6.51,102.17,0.99,0.99,2.917,7.93,21.12,62.474464,6.461324
2022-08-26T14:56:02,2770,14.836,36.96,45.86,0.02,6.55,102.23,1.0,1.0,2.915,7.92,21.1,62.474464,6.461324
2022-08-26T15:56:02,2771,14.858,36.99,45.88,0.02,6.56,102.29,0.99,0.99,2.916,7.89,21.0,62.474464,6.461324
2022-08-26T16:56:02,2772,14.949,37.02,45.81,0.02,6.57,102.49,1.03,1.03,2.914,7.85,20.89,62.474464,6.461324
2022-08-26T17:56:02,2773,14.957,37.03,45.82,0.02,6.57,102.47,0.99,0.99,2.914,7.86,20.92,62.474464,6.461324
2022-08-26T18:56:02,2774,15.029,37.08,45.81,0.02,6.58,102.56,1.01,1.01,2.911,7.77,20.68,62.474464,6.461324
2022-08-26T19:56:02,2775,15.037,37.08,45.8,0.02,6.58,102.62,0.99,0.99,2.911,7.76,20.66,62.474464,6.461324
2022-08-26T20:56:02,2776,14.909,36.98,45.8,0.02,6.57,102.29,1.02,1.02,2.912,7.9,21.03,62.474464,6.461324
2022-08-26T21:56:02,2777,14.91,36.98,45.81,0.02,6.56,102.2,1.05,1.05,2.912,7.93,21.11,62.474464,6.461324
2022-08-26T22:56:02,2778,14.901,36.98,45.82,0.02,6.56,102.12,1.01,1.01,2.913,7.93,21.11,62.474464,6.461324
2022-08-26T23:56:02,2779,14.875,36.97,45.83,0.02,6.54,102.17,1.02,1.02,2.913,7.93,21.12,62.474464,6.461324
2022-08-27T01:56:02,2780,14.918,36.98,45.8,0.02,6.51,102.12,1.01,1.01,2.929,7.87,20.94,62.474464,6.461324
2022-08-27T02:56:02,2781,14.917,36.98,45.8,0.02,6.56,102.14,0.99,0.99,2.929,7.84,20.87,62.474464,6.461324
2022-08-27T03:56:02,2782,14.903,36.96,45.79,0.02,6.56,102.1,0.97,0.97,2.932,7.82,20.81,62.474464,6.461324
2022-08-27T04:56:02,2783,14.862,36.92,45.79,0.02,6.56,102.02,0.98,0.98,2.928,7.86,20.91,62.474464,6.461324
2022-08-27T05:56:02,2784,14.871,36.93,45.79,0.02,6.56,102.04,0.98,0.98,2.93,7.86,20.93,62.474464,6.461324
2022-08-27T06:56:02,2785,14.842,36.9,45.78,0.02,6.55,101.97,1.02,1.02,2.929,7.87,20.95,62.474464,6.461324
2022-08-27T07:56:02,2786,14.821,36.88,45.78,0.02,6.55,101.93,0.98,0.98,2.932,7.9,21.04,62.474464,6.461324
2022-08-27T08:56:02,2787,14.815,36.89,45.79,0.02,6.58,101.97,0.99,0.99,2.935,7.92,21.07,62.474464,6.461324
2022-08-27T09:56:02,2788,14.792,36.88,45.82,0.02,6.53,101.93,0.99,0.99,2.938,7.89,21.0,62.474464,6.461324
2022-08-27T10:56:02,2789,14.786,36.87,45.8,0.02,6.54,101.95,0.97,0.97,2.943,7.89,20.99,62.474464,6.461324
2022-08-27T11:56:02,2790,14.77,36.86,45.81,0.02,6.54,101.99,0.98,0.98,2.95,7.9,21.02,62.474464,6.461324
2022-08-27T13:56:02,2791,14.736,36.85,45.84,0.02,6.51,101.93,0.98,0.98,2.929,7.89,21.01,62.474464,6.461324
2022-08-27T14:56:02,2792,14.76,36.85,45.81,0.02,6.55,101.96,0.98,0.98,2.93,7.86,20.91,62.474464,6.461324
2022-08-27T15:56:02,2793,14.792,36.86,45.79,0.02,6.54,101.99,0.97,0.97,2.936,7.83,20.83,62.474464,6.461324
2022-08-27T16:56:02,2794,14.788,36.85,45.79,0.02,6.56,101.99,0.99,0.99,2.935,7.82,20.82,62.474464,6.461324
2022-08-27T17:56:02,2795,14.777,36.88,45.82,0.02,6.56,102.08,1.0,1.0,2.937,7.81,20.77,62.474464,6.461324
2022-08-27T18:56:02,2796,14.768,36.86,45.82,0.02,6.56,102.0,1.01,1.01,2.939,7.85,20.9,62.474464,6.461324
2022-08-27T19:56:02,2797,14.809,36.87,45.78,0.02,6.56,102.01,1.02,1.02,2.944,7.83,20.83,62.474464,6.461324
2022-08-27T20:56:02,2798,14.802,36.88,45.8,0.02,6.56,101.97,1.0,1.0,2.948,7.83,20.85,62.474464,6.461324
2022-08-27T21:56:02,2799,14.777,36.86,45.81,0.02,6.56,101.96,1.03,1.03,2.951,7.81,20.8,62.474464,6.461324
2022-08-27T22:56:02,2800,14.786,36.85,45.78,0.02,6.57,101.92,1.01,1.01,2.953,7.83,20.82,62.474464,6.461324
2022-08-27T23:56:02,2801,14.777,36.85,45.79,0.02,6.57,101.88,0.97,0.97,2.954,7.84,20.86,62.474464,6.461324
2022-08-28T01:56:02,2802,14.758,36.83,45.79,0.02,6.53,101.8,1.0,1.0,2.902,7.85,20.9,62.474464,6.461324
2022-08-28T02:56:02,2803,14.751,36.82,45.78,0.02,6.6,101.8,1.0,1.0,2.902,7.86,20.92,62.474464,6.461324
2022-08-28T03:56:02,2804,14.734,36.8,45.78,0.02,6.57,101.74,1.0,1.0,2.904,7.85,20.9,62.474464,6.461324
2022-08-28T04:56:02,2805,14.714,36.79,45.78,0.02,6.58,101.76,1.01,1.01,2.904,7.87,20.94,62.474464,6.461324
2022-08-28T05:56:02,2806,14.674,36.77,45.8,0.02,6.56,101.73,1.01,1.01,2.906,7.91,21.06,62.474464,6.461324
2022-08-28T06:56:02,2807,14.675,36.77,45.8,0.02,6.56,101.72,0.98,0.98,2.906,7.91,21.06,62.474464,6.461324
2022-08-28T07:56:02,2808,14.665,36.75,45.79,0.02,6.56,101.72,1.01,1.01,2.91,7.93,21.1,62.474464,6.461324
2022-08-28T08:56:02,2809,14.66,36.75,45.79,0.02,6.55,101.7,0.99,0.99,2.911,7.91,21.06,62.474464,6.461324
2022-08-28T09:56:02,2810,14.652,36.75,45.8,0.02,6.55,101.74,1.01,1.01,2.914,7.9,21.04,62.474464,6.461324
2022-08-28T10:56:02,2811,14.661,36.76,45.81,0.02,6.54,101.83,0.97,0.97,2.914,7.89,20.99,62.474464,6.461324
2022-08-28T11:56:02,2812,14.658,36.76,45.8,0.02,6.54,101.83,0.99,0.99,2.915,7.9,21.03,62.474464,6.461324
2022-08-28T13:56:02,2813,14.68,36.79,45.82,0.02,6.51,102.02,1.0,1.0,2.98,7.88,20.97,62.474464,6.461324
2022-08-28T14:56:02,2814,14.676,36.78,45.82,0.02,6.56,102.09,1.01,1.01,2.984,7.89,20.99,62.474464,6.461324
2022-08-28T15:56:02,2815,14.701,36.79,45.8,0.02,6.58,102.13,0.99,0.99,2.985,7.87,20.93,62.474464,6.461324
2022-08-28T16:56:02,2816,14.754,36.85,45.82,0.02,6.57,102.26,1.0,1.0,2.985,7.78,20.69,62.474464,6.461324
2022-08-28T17:56:02,2817,14.718,36.83,45.83,0.02,6.57,102.18,0.96,0.96,2.987,7.81,20.78,62.474464,6.461324
2022-08-28T18:56:02,2818,14.714,36.83,45.84,0.02,6.57,102.14,1.02,1.02,2.988,7.81,20.78,62.474464,6.461324
2022-08-28T19:56:02,2819,14.743,36.85,45.83,0.02,6.58,102.25,1.01,1.01,2.988,7.78,20.71,62.474464,6.461324
2022-08-28T20:56:02,2820,14.736,36.84,45.83,0.02,6.58,102.32,0.98,0.98,2.988,7.74,20.59,62.474464,6.461324
2022-08-28T21:56:02,2821,14.698,36.81,45.83,0.02,6.57,102.23,0.98,0.98,2.99,7.79,20.74,62.474464,6.461324
2022-08-28T22:56:02,2822,14.669,36.78,45.83,0.02,6.57,102.09,1.0,1.0,2.992,7.83,20.85,62.474464,6.461324
2022-08-28T23:56:02,2823,14.634,36.76,45.84,0.02,6.56,102.0,1.01,1.01,2.996,7.88,20.98,62.474464,6.461324
2022-08-29T01:56:02,2824,14.578,36.73,45.86,0.02,6.53,101.74,0.98,0.98,2.925,7.92,21.07,62.474464,6.461324
2022-08-29T02:56:02,2825,14.555,36.71,45.86,0.02,6.56,101.67,0.98,0.98,2.926,7.92,21.09,62.474464,6.461324
2022-08-29T03:56:02,2826,14.532,36.68,45.85,0.02,6.57,101.64,1.01,1.01,2.927,7.95,21.15,62.474464,6.461324
2022-08-29T04:56:02,2827,14.511,36.67,45.86,0.02,6.56,101.58,1.04,1.04,2.928,7.93,21.11,62.474464,6.461324
2022-08-29T05:56:02,2828,14.502,36.66,45.85,0.02,6.56,101.54,0.99,0.99,2.928,7.92,21.08,62.474464,6.461324
2022-08-29T06:56:02,2829,14.485,36.65,45.86,0.02,6.57,101.57,0.99,0.99,2.929,7.9,21.03,62.474464,6.461324
2022-08-29T07:56:02,2830,14.476,36.64,45.85,0.02,6.55,101.57,0.99,0.99,2.931,7.93,21.1,62.474464,6.461324
2022-08-29T08:56:02,2831,14.477,36.64,45.85,0.02,6.55,101.64,0.98,0.98,2.933,7.89,20.99,62.474464,6.461324
2022-08-29T09:56:02,2832,14.493,36.65,45.85,0.02,6.53,101.72,1.01,1.01,2.935,7.89,21.01,62.474464,6.461324
2022-08-29T10:56:02,2833,14.515,36.67,45.85,0.02,6.55,101.81,0.99,0.99,2.936,7.89,20.99,62.474464,6.461324
2022-08-29T11:56:02,2834,14.534,36.69,45.85,0.02,6.56,101.95,1.01,1.01,2.936,7.87,20.96,62.474464,6.461324
2022-08-29T13:56:02,2835,14.552,36.71,45.86,0.02,6.52,102.04,1.0,1.0,2.944,7.88,20.98,62.474464,6.461324
2022-08-29T14:56:02,2836,14.571,36.71,45.85,0.02,6.58,102.15,1.0,1.0,2.946,7.88,20.98,62.474464,6.461324
2022-08-29T15:56:02,2837,14.544,36.7,45.86,0.02,6.59,102.07,1.0,1.0,2.947,7.92,21.09,62.474464,6.461324
2022-08-29T16:56:02,2838,14.569,36.72,45.86,0.02,6.59,102.21,0.99,0.99,2.945,7.92,21.09,62.474464,6.461324
2022-08-29T17:56:02,2839,14.696,36.82,45.84,0.02,6.59,102.56,0.99,0.99,2.944,7.87,20.94,62.474464,6.461324
2022-08-29T18:56:02,2840,15.01,37.19,45.97,0.02,6.58,103.31,0.95,0.95,2.946,7.67,20.39,62.474464,6.461324
2022-08-29T19:56:02,2841,14.632,36.78,45.86,0.02,6.58,102.44,0.98,0.98,2.945,7.92,21.07,62.474464,6.461324
2022-08-29T20:56:02,2842,14.727,36.85,45.85,0.02,6.59,102.54,0.97,0.97,2.95,7.88,20.97,62.474464,6.461324
2022-08-29T21:56:02,2843,14.659,36.79,45.85,0.02,6.58,102.53,0.91,0.91,2.955,7.91,21.05,62.474464,6.461324
2022-08-29T22:56:02,2844,14.585,36.73,45.85,0.02,6.59,102.26,1.0,1.0,2.958,7.93,21.12,62.474464,6.461324
2022-08-29T23:56:02,2845,14.558,36.71,45.85,0.02,6.58,102.21,0.99,0.99,2.961,7.92,21.08,62.474464,6.461324
2022-08-30T01:56:02,2846,14.579,36.73,45.86,0.02,6.54,102.2,1.0,1.0,2.916,7.93,21.1,62.474464,6.461324
2022-08-30T02:56:02,2847,14.592,36.74,45.85,0.02,6.6,102.23,0.97,0.97,2.918,7.88,20.97,62.474464,6.461324
2022-08-30T03:56:02,2848,14.574,36.73,45.86,0.02,6.57,102.09,0.98,0.98,2.92,7.89,21.0,62.474464,6.461324
2022-08-30T04:56:02,2849,14.532,36.7,45.87,0.02,6.57,102.02,0.97,0.97,2.92,7.82,20.82,62.474464,6.461324
2022-08-30T05:56:02,2850,14.53,36.7,45.87,0.02,6.57,101.95,1.0,1.0,2.92,7.79,20.72,62.474464,6.461324
2022-08-30T06:56:02,2851,14.486,36.66,45.87,0.02,6.55,101.92,0.96,0.96,2.924,7.92,21.08,62.474464,6.461324
2022-08-30T07:56:02,2852,14.511,36.68,45.87,0.02,6.56,101.96,0.97,0.97,2.925,7.94,21.13,62.474464,6.461324
2022-08-30T08:56:02,2853,14.533,36.7,45.87,0.02,6.56,102.04,1.0,1.0,2.93,7.83,20.83,62.474464,6.461324
2022-08-30T09:56:02,2854,14.561,36.73,45.87,0.02,6.56,102.03,1.01,1.01,2.928,7.85,20.88,62.474464,6.461324
2022-08-30T10:56:02,2855,14.602,36.76,45.87,0.02,6.55,102.14,0.97,0.97,2.931,7.79,20.74,62.474464,6.461324
2022-08-30T11:56:02,2856,14.619,36.78,45.88,0.02,6.55,102.21,0.99,0.99,2.931,7.77,20.67,62.474464,6.461324
2022-08-30T13:56:02,2857,14.595,36.78,45.9,0.02,6.52,102.17,0.98,0.98,2.916,7.81,20.77,62.474464,6.461324
2022-08-30T14:56:02,2858,14.59,36.78,45.91,0.02,6.55,102.3,0.95,0.95,2.915,7.8,20.75,62.474464,6.461324
2022-08-30T15:56:02,2859,14.643,36.83,45.92,0.02,6.55,102.51,0.97,0.97,2.912,7.77,20.68,62.474464,6.461324
2022-08-30T16:56:02,2860,14.698,36.89,45.92,0.02,6.55,102.66,0.97,0.97,2.911,7.75,20.61,62.474464,6.461324
2022-08-30T17:56:02,2861,14.712,36.9,45.92,0.02,6.56,102.74,0.99,0.99,2.91,7.72,20.54,62.474464,6.461324
2022-08-30T18:56:02,2862,14.711,36.89,45.91,0.02,6.56,102.77,0.97,0.97,2.91,7.71,20.52,62.474464,6.461324
2022-08-30T19:56:02,2863,14.66,36.84,45.91,0.02,6.57,102.65,0.97,0.97,2.911,7.74,20.59,62.474464,6.461324
2022-08-30T20:56:02,2864,14.622,36.81,45.91,0.02,6.58,102.52,1.01,1.01,2.914,7.76,20.66,62.474464,6.461324
2022-08-30T21:56:02,2865,14.577,36.77,45.91,0.02,6.57,102.4,0.98,0.98,2.916,7.79,20.72,62.474464,6.461324
2022-08-30T22:56:02,2866,14.55,36.75,45.91,0.02,6.57,102.33,0.99,0.99,2.919,7.79,20.73,62.474464,6.461324
2022-08-30T23:56:02,2867,14.517,36.72,45.91,0.02,6.57,102.22,0.98,0.98,2.92,7.79,20.74,62.474464,6.461324
2022-08-31T01:56:02,2868,14.509,36.72,45.92,0.02,6.53,102.15,0.99,0.99,2.9,7.79,20.74,62.474464,6.461324
2022-08-31T02:56:02,2869,14.496,36.7,45.91,0.02,6.56,102.09,0.95,0.95,2.899,7.81,20.78,62.474464,6.461324
2022-08-31T03:56:02,2870,14.491,36.69,45.9,0.02,6.57,102.02,1.18,1.18,2.901,7.81,20.77,62.474464,6.461324
2022-08-31T04:56:02,2871,14.463,36.67,45.91,0.02,6.57,101.99,1.03,1.03,2.901,7.79,20.74,62.474464,6.461324
2022-08-31T05:56:02,2872,14.48,36.69,45.91,0.02,6.56,101.96,0.97,0.97,2.901,7.81,20.8,62.474464,6.461324
2022-08-31T06:56:02,2873,14.468,36.68,45.92,0.02,6.56,102.03,1.02,1.02,2.904,7.79,20.72,62.474464,6.461324
2022-08-31T07:56:02,2874,14.479,36.68,45.91,0.02,6.56,102.07,0.96,0.96,2.908,7.79,20.72,62.474464,6.461324
2022-08-31T08:56:02,2875,14.467,36.67,45.9,0.02,6.56,102.07,0.97,0.97,2.909,7.8,20.75,62.474464,6.461324
2022-08-31T09:56:02,2876,14.463,36.67,45.91,0.02,6.58,102.12,0.96,0.96,2.909,7.8,20.76,62.474464,6.461324
2022-08-31T10:56:02,2877,14.478,36.69,45.91,0.02,6.58,102.22,1.0,1.0,2.909,7.78,20.71,62.474464,6.461324
2022-08-31T11:56:02,2878,14.513,36.71,45.91,0.02,6.58,102.25,0.97,0.97,2.908,7.75,20.63,62.474464,6.461324
2022-08-31T13:56:02,2879,14.585,36.79,45.93,0.02,6.53,102.58,0.98,0.98,2.856,7.76,20.65,62.474464,6.461324
2022-08-31T14:56:02,2880,14.617,36.8,45.91,0.02,6.58,102.67,0.97,0.97,2.855,7.75,20.63,62.474464,6.461324
2022-08-31T15:56:02,2881,15.048,37.2,45.93,0.02,6.59,103.38,0.94,0.94,2.854,7.48,19.89,62.474464,6.461324
2022-08-31T16:56:02,2882,14.981,37.13,45.92,0.02,6.59,103.31,0.95,0.95,2.851,7.56,20.11,62.474464,6.461324
2022-08-31T17:56:02,2883,15.292,37.42,45.94,0.02,6.6,103.84,0.93,0.93,2.849,7.39,19.64,62.474464,6.461324
2022-08-31T18:56:02,2884,15.247,37.36,45.91,0.02,6.6,103.75,0.91,0.91,2.849,7.45,19.8,62.474464,6.461324
2022-08-31T19:56:02,2885,15.124,37.35,46.03,0.02,6.6,104.07,0.93,0.93,2.848,7.46,19.84,62.474464,6.461324
2022-08-31T20:56:02,2886,15.206,37.35,45.95,0.02,6.6,103.67,0.99,0.99,2.846,7.47,19.87,62.474464,6.461324
2022-08-31T21:56:02,2887,15.26,37.41,45.96,0.02,6.61,103.52,0.95,0.95,2.845,7.33,19.48,62.474464,6.461324
2022-08-31T22:56:02,2888,14.896,37.05,45.91,0.02,6.6,103.26,0.94,0.94,2.843,7.67,20.4,62.474464,6.461324
2022-08-31T23:56:02,2889,14.805,36.98,45.92,0.02,6.6,102.94,0.96,0.96,2.842,7.69,20.47,62.474464,6.461324
2022-09-01T01:56:02,2890,14.902,37.07,45.93,0.02,6.56,103.05,0.99,0.99,2.94,7.57,20.13,62.474464,6.461324
2022-09-01T02:56:02,2891,14.964,37.13,45.93,0.02,6.6,103.11,0.94,0.94,2.937,7.57,20.14,62.474464,6.461324
2022-09-01T03:56:02,2892,14.987,37.15,45.94,0.02,6.6,103.13,0.94,0.94,2.935,7.57,20.14,62.474464,6.461324
2022-09-01T04:56:02,2893,15.016,37.16,45.92,0.02,6.6,102.95,0.94,0.94,2.931,7.47,19.86,62.474464,6.461324
2022-09-01T05:56:02,2894,14.985,37.16,45.94,0.02,6.6,102.87,0.93,0.93,2.926,7.41,19.7,62.474464,6.461324
2022-09-01T06:56:02,2895,14.939,37.12,45.95,0.02,6.6,102.76,0.96,0.96,2.926,7.41,19.71,62.474464,6.461324
2022-09-01T07:56:02,2896,14.776,36.96,45.92,0.02,6.6,102.72,1.05,1.05,2.925,7.66,20.39,62.474464,6.461324
2022-09-01T08:56:02,2897,14.686,36.89,45.94,0.02,6.59,102.51,0.96,0.96,2.924,7.64,20.33,62.474464,6.461324
2022-09-01T09:56:02,2898,14.712,36.91,45.93,0.02,6.59,102.59,0.96,0.96,2.923,7.56,20.12,62.474464,6.461324
2022-09-01T10:56:02,2899,14.733,36.93,45.94,0.02,6.59,102.69,0.95,0.95,2.921,7.55,20.08,62.474464,6.461324
2022-09-01T11:56:02,2900,14.794,36.97,45.92,0.02,6.59,102.86,0.97,0.97,2.917,7.52,19.99,62.474464,6.461324
2022-09-01T13:56:02,2901,14.931,37.11,45.94,0.02,6.54,103.13,0.95,0.95,2.958,7.42,19.73,62.474464,6.461324
2022-09-01T14:56:02,2902,15.262,37.4,45.95,0.02,6.58,103.77,0.94,0.94,2.953,7.3,19.4,62.474464,6.461324
2022-09-01T15:56:02,2903,15.035,37.19,45.93,0.02,6.58,103.48,0.95,0.95,2.955,7.46,19.83,62.474464,6.461324
2022-09-01T16:56:02,2904,14.929,37.09,45.93,0.02,6.6,103.3,0.92,0.92,2.952,7.52,19.99,62.474464,6.461324
2022-09-01T17:56:02,2905,14.936,37.1,45.93,0.02,6.6,103.24,0.92,0.92,2.953,7.54,20.06,62.474464,6.461324
2022-09-01T18:56:02,2906,14.951,37.11,45.93,0.02,6.61,103.27,0.95,0.95,2.951,7.5,19.95,62.474464,6.461324
2022-09-01T19:56:02,2907,15.003,37.16,45.94,0.02,6.6,103.32,0.97,0.97,2.949,7.51,19.98,62.474464,6.461324
2022-09-01T20:56:02,2908,14.98,37.11,45.9,0.02,6.61,103.16,0.96,0.96,2.949,7.57,20.14,62.474464,6.461324
2022-09-01T21:56:02,2909,14.905,37.07,45.93,0.02,6.6,103.11,0.99,0.99,2.948,7.55,20.08,62.474464,6.461324
2022-09-01T22:56:02,2910,14.927,37.09,45.92,0.02,6.6,103.14,0.97,0.97,2.944,7.56,20.1,62.474464,6.461324
2022-09-01T23:56:02,2911,14.94,37.1,45.92,0.02,6.6,103.16,0.97,0.97,2.943,7.55,20.08,62.474464,6.461324
2022-09-02T01:56:02,2912,15.022,37.18,45.94,0.02,6.56,103.19,0.95,0.95,2.896,7.52,20.0,62.474464,6.461324
2022-09-02T02:56:02,2913,15.042,37.19,45.93,0.02,6.6,103.19,0.95,0.95,2.893,7.52,20.0,62.474464,6.461324
2022-09-02T03:56:02,2914,15.031,37.19,45.93,0.02,6.61,103.16,0.98,0.98,2.891,7.55,20.07,62.474464,6.461324
2022-09-02T04:56:02,2915,15.012,37.16,45.92,0.02,6.61,103.14,0.94,0.94,2.888,7.56,20.1,62.474464,6.461324
2022-09-02T05:56:02,2916,14.968,37.13,45.93,0.02,6.6,102.99,0.92,0.92,2.887,7.59,20.19,62.474464,6.461324
2022-09-02T06:56:02,2917,14.938,37.12,45.95,0.02,6.6,102.99,0.95,0.95,2.887,7.55,20.07,62.474464,6.461324
2022-09-02T07:56:02,2918,14.936,37.11,45.94,0.02,6.6,102.96,0.96,0.96,2.887,7.6,20.2,62.474464,6.461324
2022-09-02T08:56:02,2919,14.925,37.09,45.93,0.02,6.59,103.04,0.95,0.95,2.886,7.62,20.28,62.474464,6.461324
2022-09-02T09:56:02,2920,14.911,37.07,45.92,0.02,6.59,103.02,0.93,0.93,2.888,7.63,20.29,62.474464,6.461324
2022-09-02T10:56:02,2921,14.904,37.06,45.92,0.02,6.59,103.07,0.97,0.97,2.887,7.66,20.38,62.474464,6.461324
2022-09-02T11:56:02,2922,14.886,37.07,45.94,0.02,6.59,103.05,0.96,0.96,3.118,7.65,20.36,62.474464,6.461324
2022-09-02T13:56:02,2923,14.832,37.02,45.94,0.02,6.56,103.04,0.97,0.97,2.944,7.68,20.42,62.474464,6.461324
2022-09-02T14:56:02,2924,14.879,37.06,45.94,0.02,6.6,103.17,0.95,0.95,2.942,7.67,20.41,62.474464,6.461324
2022-09-02T15:56:02,2925,14.946,37.11,45.92,0.02,6.6,103.44,0.94,0.94,2.943,7.65,20.36,62.474464,6.461324
2022-09-02T16:56:02,2926,15.06,37.2,45.92,0.02,6.61,103.76,0.95,0.95,2.882,7.58,20.16,62.474464,6.461324
2022-09-02T17:56:03,2927,15.125,37.27,45.93,0.02,6.62,103.95,0.97,0.97,3.131,7.52,20.01,62.474464,6.461324
2022-09-02T18:56:02,2928,15.09,37.23,45.92,0.02,6.63,103.86,0.92,0.92,3.131,7.52,20.01,62.474464,6.461324
2022-09-02T19:56:02,2929,14.99,37.15,45.93,0.02,6.66,103.7,0.98,0.98,3.13,7.66,20.37,62.474464,6.461324
2022-09-02T20:56:03,2930,14.887,37.05,45.92,0.02,6.61,103.31,0.93,0.93,3.132,7.69,20.46,62.474464,6.461324
2022-09-02T21:56:02,2931,14.863,37.03,45.92,0.02,6.61,103.19,0.89,0.89,3.135,7.69,20.47,62.474464,6.461324
2022-09-02T22:56:02,2932,14.815,36.99,45.93,0.02,6.61,103.23,0.94,0.94,3.135,7.72,20.55,62.474464,6.461324
