TIMESTAMP,Segment,Interpolated,Pfl - Temp (C),Pfl - Sp Cond (microS_cm),Pfl - pH,Pfl - DO (% Sat),Pfl - Turbidity (FNU),Pfl - fDOM (RFU),Pfl - fDOM (QSU),1818_time: AA[mBar],1818_time: DD Retning[°],1818_time: DX_l[°],1818_time: FF Hastighet[m/s],1818_time: FG_l[m/s],1818_time: FG_tid_l[N/A],1818_time: FX Kast[m/s],1818_time: FX_tid_l[N/A],1818_time: PO Trykk stasjonshøyde[mBar],1818_time: PP[mBar],1818_time: PR Trykk redusert til havnivå[mBar],1818_time: QLI Langbølget[W/m2],1818_time: QNH[mBar],1818_time: QSI Kortbølget[W/m2],1818_time: RR_1[mm],1818_time: TA Middel[°C],1818_time: TA_a_Max[°C],1818_time: TA_a_Min[°C],1818_time: UU Luftfuktighet[%RH],pH (SCADA),"Temperature, C (SCADA)",06-E.coli,08-Kimtall 22°C,21-Arsen,24-Bly,32-Kadmium,36-Kopper filtrert,37-Krom,41-Nikkel,Sink (Zn)
2021-11-05 12:00:00,1,0,6.68,0.0,6.3,99.2,4.17,-0.15,-1.63,7.0,256.0,277.0,1.8,6.1,1123.0,3.1,1108.0,997.8,0.6,1006.2,315.8885,1006.0,55.47547,0.0,5.6,5.9,5.4,84.0,,,,,,,,,,,
2021-11-05 13:00:00,1,0,7.42,0.0,5.4,99.13,4.37,-0.15,-1.65,8.0,251.0,239.0,1.9,8.5,1236.0,3.7,1242.0,997.4,0.8,1005.9,338.1953,1005.5,11.97285,1.6,4.4,5.6,4.2,91.0,,,,,,,,,,,
2021-11-05 14:00:00,1,0,7.89,0.0,5.53,99.08,4.53,-0.16,-1.66,8.0,254.0,254.0,2.6,10.6,1339.0,3.5,1345.0,997.3,0.8,1005.8,339.8792,1005.4,3.398502,0.7,4.7,4.8,4.4,89.0,,,,,,,,,,,
2021-11-05 15:00:00,1,0,8.25,-0.0,5.51,98.93,4.75,-0.15,-1.64,8.0,263.0,252.0,3.3,7.8,1408.0,3.4,1417.0,997.0,0.7,1005.5,339.4284,1005.2,-4.833517,1.3,4.5,4.9,3.8,90.0,,,,,,,,,,,
2021-11-05 16:00:00,1,0,8.51,0.0,5.33,98.78,4.56,-0.16,-1.66,8.0,266.0,203.0,2.4,11.1,1520.0,6.7,1529.0,996.5,0.8,1004.9,346.7193,1004.7,-8.776849,0.6,4.9,5.9,4.5,90.0,,,,,,,,,,,
2021-11-05 17:00:00,1,0,8.8,-0.0,5.08,98.72,8.0,-0.15,-1.64,8.0,212.0,206.0,3.2,10.7,1632.0,5.6,1638.0,995.8,1.4,1004.2,346.8331,1004.0,-7.241302,0.9,5.0,5.1,4.8,91.0,,,,,,,,,,,
2021-11-05 18:00:00,1,0,9.04,-0.01,5.29,98.53,9.01,-0.16,-1.66,5.0,244.0,209.0,1.5,10.4,1706.0,5.4,1713.0,995.9,1.1,1004.3,342.7209,1004.1,-9.464993,0.5,4.8,6.1,4.8,91.0,,,,,,,,,,,
2021-11-05 19:00:00,1,0,9.21,-0.01,5.6,98.33,8.65,-0.13,-1.58,5.0,263.0,249.0,1.5,6.7,1839.0,2.1,1854.0,996.5,0.1,1004.9,337.4291,1004.7,-9.912235,0.4,5.1,5.4,4.8,87.0,,,,,,,,,,,
2021-11-05 20:00:00,1,0,9.37,-0.0,5.05,98.31,9.51,-0.14,-1.61,3.0,286.0,286.0,1.5,4.1,1902.0,1.5,2000.0,996.2,0.4,1004.6,341.961,1004.4,-9.480649,0.1,4.7,5.1,4.6,89.0,,,,,,,,,,,
2021-11-05 21:00:00,1,0,9.52,-0.01,5.48,98.25,9.6,-0.13,-1.58,0.0,271.0,260.0,1.5,4.5,2056.0,1.8,2056.0,996.2,0.3,1004.6,313.782,1004.4,-8.699469,0.0,5.4,5.4,4.7,83.0,,,,,,,,,,,
2021-11-05 22:00:00,1,0,9.63,-0.0,5.28,98.14,9.59,-0.14,-1.6,5.0,296.0,227.0,1.1,5.8,2117.0,2.4,2125.0,996.4,0.1,1004.9,338.2377,1004.6,-9.34029,0.4,4.4,5.4,4.4,90.0,,,,,,,,,,,
2021-11-05 23:00:00,1,0,9.69,-0.0,5.23,98.09,9.58,-0.13,-1.59,3.0,230.0,230.0,2.9,10.2,2231.0,4.0,2254.0,997.1,0.8,1005.6,344.1935,1005.3,-9.404455,0.6,4.4,5.6,4.4,82.0,,,,,,,,,,,
2021-11-06 00:00:00,1,0,9.77,-0.01,5.39,98.09,9.55,-0.13,-1.58,3.0,228.0,237.0,2.0,8.3,2349.0,2.6,2301.0,997.8,1.6,1006.3,346.3573,1006.0,-8.673008,0.2,4.4,5.0,4.3,86.0,,,,,,,,,,,
2021-11-06 01:00:00,1,0,9.8,-0.01,5.38,98.05,9.56,-0.13,-1.59,2.0,220.0,234.0,2.4,8.9,27.0,2.7,32.0,998.1,1.7,1006.6,343.168,1006.2,-8.547057,0.5,4.5,4.5,3.9,83.0,,,,,,,,,,,
2021-11-06 02:00:00,1,0,9.82,-0.0,5.41,98.08,9.53,-0.14,-1.6,2.0,301.0,220.0,1.5,9.5,131.0,2.7,140.0,998.6,1.5,1007.1,295.5459,1006.8,-10.78713,0.0,3.6,4.9,3.6,82.0,,,,,,,,,,,
2021-11-06 03:00:00,1,0,9.87,-0.0,5.46,98.03,9.56,-0.14,-1.59,2.0,236.0,229.0,2.4,8.6,253.0,2.6,257.0,999.1,1.3,1007.6,325.1066,1007.3,-8.075191,0.3,3.8,4.2,3.4,84.0,,,,,,,,,,,
2021-11-06 04:00:00,1,0,9.92,-0.01,5.49,97.96,9.68,-0.14,-1.59,2.0,232.0,249.0,2.1,6.3,351.0,2.2,356.0,999.6,1.5,1008.1,342.0101,1007.8,-9.696605,0.1,3.8,4.0,3.3,86.0,,,,,,,,,,,
2021-11-06 05:00:00,1,0,9.96,-0.01,5.54,98.0,9.64,-0.14,-1.62,1.0,281.0,223.0,1.8,5.1,459.0,1.9,402.0,999.8,1.1,1008.3,343.4685,1008.0,-9.142563,0.2,3.6,3.8,3.3,90.0,,,,,,,,,,,
2021-11-06 06:00:00,1,0,10.0,-0.01,5.5,98.0,9.63,-0.15,-1.63,2.0,291.0,284.0,1.9,4.1,508.0,2.2,556.0,1000.1,1.1,1008.6,341.0722,1008.4,-8.665871,1.8,3.5,3.6,2.7,92.0,,,,,,,,,,,
2021-11-06 07:00:00,1,0,10.03,-0.0,5.5,97.9,9.61,-0.14,-1.6,3.0,260.0,274.0,1.7,5.5,608.0,2.4,610.0,1000.6,1.1,1009.1,342.4476,1008.8,-8.793223,0.2,3.4,3.7,3.4,90.0,,,,,,,,,,,
2021-11-06 08:00:00,1,0,10.06,-0.01,5.49,97.87,9.61,-0.13,-1.59,2.0,283.0,258.0,1.6,4.2,745.0,1.7,701.0,1000.8,1.0,1009.3,342.0764,1009.0,-3.036504,0.1,3.8,3.8,3.1,92.0,,,,,,,,,,,
2021-11-06 09:00:00,1,0,10.09,-0.01,5.49,97.84,9.61,-0.14,-1.61,0.0,215.0,268.0,1.1,5.8,811.0,2.1,814.0,1000.6,0.4,1009.1,346.3475,1008.8,38.38131,0.1,4.2,4.2,3.8,89.0,,,,,,,,,,,
2021-11-06 10:00:00,1,0,10.12,-0.0,5.51,97.83,9.63,-0.13,-1.59,8.0,64.0,207.0,0.8,4.8,912.0,2.4,944.0,1000.1,0.5,1008.6,324.2704,1008.4,76.94735,0.0,5.0,5.0,4.2,82.0,,,,,,,,,,,
2021-11-06 11:00:00,1,0,10.15,-0.01,5.51,97.73,9.61,-0.12,-1.55,8.0,85.0,63.0,0.9,3.5,1024.0,2.2,1042.0,999.8,1.0,1008.3,254.0901,1008.0,106.5033,0.0,4.8,5.3,4.6,83.0,,,,,,,,,,,
2021-11-06 12:00:00,1,0,10.16,-0.0,5.51,97.61,9.59,-0.13,-1.59,8.0,46.0,47.0,1.9,3.8,1135.0,2.1,1142.0,998.8,1.7,1007.3,259.6179,1007.0,93.69302,0.0,4.9,5.1,4.6,77.0,,,,,,,,,,,
2021-11-06 13:00:00,1,0,10.18,-0.0,5.45,97.48,9.6,-0.15,-1.62,8.0,41.0,41.0,2.0,4.1,1300.0,2.0,1300.0,998.0,2.1,1006.5,270.6655,1006.2,63.18478,0.0,4.4,5.0,4.4,78.0,,,,,,,,,,,
2021-11-06 14:00:00,1,0,10.22,-0.01,5.45,97.28,9.63,-0.13,-1.59,8.0,27.0,32.0,2.1,4.5,1328.0,2.5,1332.0,996.7,3.0,1005.2,267.3388,1004.9,33.62438,0.0,4.1,4.4,4.1,77.0,,,,,,,,,,,
2021-11-06 15:00:00,1,0,10.24,-0.0,5.36,97.12,9.61,-0.13,-1.57,7.0,31.0,30.0,2.6,5.2,1452.0,2.8,1459.0,995.8,3.0,1004.3,278.2687,1004.0,4.082358,0.0,4.0,4.1,4.0,75.0,,,,,,,,,,,
2021-11-06 16:00:00,1,0,10.25,-0.0,5.34,96.94,9.6,-0.13,-1.57,7.0,28.0,28.0,2.8,5.2,1558.0,2.8,1600.0,994.4,3.5,1002.9,268.1818,1002.6,-9.620071,0.0,3.6,4.0,3.5,71.0,,,,,,,,,,,
2021-11-06 17:00:00,1,0,10.25,-0.01,5.3,96.82,9.61,-0.14,-1.59,8.0,33.0,29.0,2.7,6.0,1618.0,3.0,1623.0,993.1,3.6,1001.5,268.9112,1001.2,-10.72664,0.0,3.7,3.8,3.5,67.0,,,,,,,,,,,
2021-11-06 18:00:00,1,0,10.26,-0.0,5.25,96.71,9.6,-0.14,-1.6,7.0,29.0,30.0,3.7,6.8,1746.0,4.1,1752.0,991.6,4.2,1000.0,290.969,999.7,-9.958538,0.0,4.1,4.2,3.7,61.0,,,,,,,,,,,
2021-11-06 19:00:00,1,0,10.25,-0.0,5.08,96.5,9.61,-0.13,-1.58,7.0,36.0,28.0,3.0,6.5,1810.0,3.7,1805.0,990.4,4.0,998.8,280.7766,998.5,-10.29596,0.0,3.9,4.1,3.8,59.0,,,,,,,,,,,
2021-11-06 20:00:00,1,0,10.25,-0.0,5.15,96.29,9.59,-0.13,-1.59,7.0,28.0,28.0,3.4,6.2,1958.0,3.4,2000.0,989.1,3.9,997.5,260.8327,997.2,-10.94331,0.0,3.8,4.0,3.6,57.0,,,,,,,,,,,
2021-11-06 21:00:00,1,0,10.26,-0.01,4.88,96.17,9.62,-0.15,-1.63,7.0,24.0,31.0,2.5,5.8,2012.0,3.4,2005.0,988.0,3.6,996.4,261.4041,996.1,-10.93309,0.0,3.9,3.9,3.6,54.0,,,,,,,,,,,
2021-11-06 22:00:00,1,0,10.27,-0.01,4.74,96.02,9.63,-0.13,-1.59,7.0,32.0,34.0,3.7,7.3,2148.0,4.1,2156.0,987.1,3.3,995.5,285.8164,995.2,-10.24398,0.0,5.1,5.1,3.9,52.0,,,,,,,,,,,
2021-11-06 23:00:00,1,0,10.28,-0.01,4.68,95.79,9.58,-0.13,-1.57,7.0,12.0,31.0,3.1,6.8,2237.0,4.0,2241.0,986.1,3.0,994.4,295.2303,994.1,-10.16454,0.0,5.2,5.7,4.9,54.0,,,,,,,,,,,
2021-11-07 00:00:00,1,0,10.32,-0.0,4.71,95.71,9.62,-0.13,-1.58,6.0,50.0,13.0,2.0,6.4,2331.0,3.3,2301.0,985.5,2.5,993.9,292.2204,993.5,-10.37396,0.0,4.5,5.2,4.4,60.0,,,,,,,,,,,
2021-11-07 01:00:00,1,0,10.31,-0.01,4.72,95.48,9.65,-0.13,-1.58,6.0,41.0,41.0,3.3,5.9,57.0,3.3,100.0,984.6,2.6,992.9,290.0711,992.6,-9.910788,0.0,5.6,5.6,4.4,55.0,,,,,,,,,,,
2021-11-07 02:00:00,1,0,10.32,-0.0,4.67,95.38,9.6,-0.13,-1.58,7.0,30.0,46.0,3.1,6.2,154.0,3.4,106.0,984.0,2.1,992.3,291.7675,992.0,-10.15012,0.0,5.5,5.6,5.3,58.0,,,,,,,,,,,
2021-11-07 03:00:00,1,0,10.33,-0.01,4.55,95.28,9.57,-0.13,-1.57,6.0,36.0,33.0,1.6,7.0,224.0,3.6,211.0,983.7,1.8,992.0,275.6644,991.8,-10.98071,0.0,4.7,5.9,4.7,65.0,,,,,,,,,,,
2021-11-07 04:00:00,1,0,10.35,-0.0,4.51,95.19,9.59,-0.13,-1.58,5.0,28.0,31.0,0.8,5.5,307.0,2.6,322.0,984.1,0.5,992.5,266.7799,992.1,-11.1299,0.0,4.0,4.7,4.0,68.0,,,,,,,,,,,
2021-11-07 05:00:00,1,0,10.36,-0.01,4.54,95.04,9.62,-0.12,-1.56,3.0,42.0,17.0,1.7,4.0,429.0,2.0,437.0,984.5,0.5,992.9,267.919,992.5,-11.11656,0.0,4.0,4.1,3.8,69.0,,,,,,,,,,,
2021-11-07 06:00:00,1,0,10.38,-0.0,4.28,95.05,9.58,-0.13,-1.59,3.0,60.0,27.0,1.3,4.9,530.0,2.3,510.0,985.2,1.5,993.6,262.8929,993.3,-11.06201,0.0,3.9,4.1,3.9,70.0,,,,,,,,,,,
2021-11-07 07:00:00,1,0,10.39,-0.0,4.67,95.0,9.64,-0.13,-1.58,3.0,44.0,29.0,2.5,6.7,650.0,3.3,653.0,986.1,2.0,994.5,258.7747,994.2,-11.03843,0.0,4.1,4.3,3.5,68.0,,,,,,,,,,,
2021-11-07 08:00:00,1,0,10.39,-0.0,4.53,95.0,9.58,-0.12,-1.56,3.0,42.0,42.0,2.7,4.1,741.0,2.7,800.0,987.2,2.7,995.6,250.968,995.2,-7.039534,0.0,3.9,4.1,3.6,68.0,,,,,,,,,,,
2021-11-07 09:00:00,1,0,10.4,-0.0,4.55,95.04,9.59,-0.13,-1.58,3.0,53.0,41.0,2.5,5.2,819.0,3.0,824.0,988.4,3.2,996.8,248.5154,996.5,6.992822,0.0,4.1,4.3,3.9,67.0,,,,,,,,,,,
2021-11-07 10:00:00,1,0,10.41,-0.0,4.33,95.18,9.62,-0.13,-1.59,2.0,52.0,67.0,1.7,4.1,923.0,2.8,928.0,989.4,3.3,997.8,247.2087,997.5,36.00635,0.0,4.8,4.8,3.6,70.0,,,,,,,,,,,
2021-11-07 11:00:00,1,0,10.41,-0.0,4.19,95.19,9.61,-0.13,-1.58,2.0,83.0,83.0,3.5,5.7,1058.0,3.5,1100.0,990.5,3.3,998.8,249.1212,998.6,184.3567,0.0,6.8,7.1,4.8,58.0,,,,,,,,,,,
2021-11-07 12:00:00,1,0,10.39,-0.0,4.38,95.17,9.6,-0.13,-1.58,2.0,89.0,90.0,3.3,6.8,1104.0,3.4,1107.0,991.5,3.0,999.8,246.2758,999.6,193.2268,0.0,6.8,7.5,6.8,57.0,,,,,,,,,,,
2021-11-07 13:00:00,1,0,10.38,-0.0,4.18,95.31,9.59,-0.14,-1.59,2.0,84.0,74.0,3.7,6.2,1210.0,4.0,1234.0,992.6,3.2,1001.0,243.6794,1000.8,154.0754,0.0,6.4,6.9,6.4,58.0,,,,,,,,,,,
2021-11-07 14:00:00,1,0,10.39,-0.0,4.15,95.33,9.6,-0.13,-1.57,2.0,95.0,83.0,2.2,6.2,1301.0,3.8,1302.0,994.0,3.4,1002.4,243.7553,1002.1,71.68829,0.0,4.8,6.5,4.7,63.0,,,,,,,,,,,
2021-11-07 15:00:00,1,0,10.4,-0.0,4.3,95.39,9.59,-0.14,-1.61,2.0,69.0,76.0,2.9,6.1,1437.0,3.3,1453.0,995.2,3.6,1003.6,245.0548,1003.3,10.21774,0.0,4.3,4.8,4.3,66.0,,,,,,,,,,,
2021-11-07 16:00:00,1,0,10.4,-0.0,4.04,95.48,9.6,-0.13,-1.59,2.0,83.0,41.0,1.7,5.0,1540.0,2.8,1548.0,996.5,3.8,1005.0,246.6982,1004.7,-9.796901,0.0,3.6,4.3,3.5,70.0,,,,,,,,,,,
2021-11-07 17:00:00,1,0,10.41,-0.01,4.22,95.57,9.64,-0.12,-1.55,1.0,35.0,71.0,1.6,4.8,1603.0,2.1,1606.0,997.1,3.2,1005.6,258.1597,1005.3,-11.22592,0.0,3.1,3.8,3.0,73.0,,,,,,,,,,,
2021-11-07 18:00:00,1,0,10.41,-0.0,4.08,95.68,9.6,-0.13,-1.56,1.0,34.0,59.0,1.7,4.5,1718.0,2.1,1720.0,998.2,3.0,1006.7,255.4863,1006.4,-11.21188,0.0,3.1,3.6,2.9,72.0,,,,,,,,,,,
2021-11-07 19:00:00,1,0,10.41,-0.0,4.2,95.7,9.6,-0.13,-1.57,3.0,330.0,35.0,0.4,3.6,1802.0,1.8,1801.0,999.6,3.1,1008.1,264.6172,1007.8,-10.61754,0.0,2.7,3.3,2.6,76.0,,,,,,,,,,,
2021-11-07 20:00:00,1,0,10.4,-0.0,4.23,95.7,9.59,-0.13,-1.58,2.0,15.0,31.0,0.4,3.8,1947.0,2.0,1949.0,1000.8,3.5,1009.3,265.5932,1009.0,-10.93856,0.0,2.9,3.4,2.7,76.0,,,,,,,,,,,
2021-11-07 21:00:00,1,0,10.4,-0.0,3.82,95.8,9.58,-0.14,-1.6,1.0,9.0,9.0,1.2,3.0,2013.0,1.3,2059.0,1001.7,3.5,1010.3,264.1091,1009.9,-10.98039,0.0,2.5,2.9,2.5,78.0,,,,,,,,,,,
2021-11-07 22:00:00,1,0,10.4,-0.0,3.89,95.93,9.56,-0.13,-1.57,2.0,320.0,10.0,0.8,2.4,2106.0,1.2,2109.0,1002.8,3.2,1011.4,265.3737,1011.1,-10.84739,0.0,1.9,2.5,1.9,81.0,,,,,,,,,,,
2021-11-07 23:00:00,1,0,10.4,-0.0,3.31,95.99,9.61,-0.14,-1.6,1.0,324.0,291.0,0.7,1.5,2202.0,0.9,2211.0,1003.4,2.7,1012.0,264.3086,1011.7,-10.41693,0.0,1.9,2.1,1.8,83.0,,,,,,,,,,,
2021-11-08 00:00:00,1,0,10.42,-0.0,3.57,96.08,9.6,-0.14,-1.6,1.0,315.0,18.0,0.6,2.9,2343.0,1.4,2348.0,1003.5,1.8,1012.1,277.7507,1011.8,-10.33392,0.0,2.3,2.6,1.9,83.0,,,,,,,,,,,
2021-11-08 01:00:00,1,0,10.41,-0.0,3.94,96.06,9.62,-0.13,-1.57,1.0,25.0,25.0,1.9,4.1,59.0,2.1,46.0,1003.6,0.8,1012.2,267.5807,1011.8,-10.75538,0.0,2.7,2.9,2.1,77.0,,,,,,,,,,,
2021-11-08 02:00:00,1,0,10.4,-0.0,3.43,96.07,9.59,-0.13,-1.58,3.0,2.0,30.0,1.2,4.1,109.0,2.2,115.0,1004.4,1.0,1013.0,253.2586,1012.7,-11.32257,0.0,2.2,2.9,2.2,77.0,,,,,,,,,,,
2021-11-08 03:00:00,1,0,10.39,-0.0,3.39,95.95,9.63,-0.12,-1.56,3.0,22.0,354.0,0.3,1.9,203.0,1.3,211.0,1005.0,1.6,1013.6,236.8794,1013.3,-11.5791,0.0,1.1,2.2,1.1,84.0,,,,,,,,,,,
2021-11-08 04:00:00,1,0,10.39,-0.0,3.32,96.02,9.59,-0.13,-1.58,1.0,304.0,334.0,0.6,1.7,347.0,1.1,352.0,1005.5,1.8,1014.1,233.124,1013.7,-11.13232,0.0,1.0,1.2,0.8,83.0,,,,,,,,,,,
2021-11-08 05:00:00,1,0,10.39,-0.0,3.04,96.1,9.56,-0.13,-1.57,2.0,353.0,343.0,0.3,1.4,418.0,0.7,450.0,1006.0,1.6,1014.7,232.5375,1014.2,-11.2547,0.0,0.6,1.0,0.4,86.0,,,,,,,,,,,
2021-11-08 06:00:00,1,0,10.38,-0.0,3.16,96.04,9.6,-0.13,-1.58,3.0,334.0,27.0,0.3,4.5,518.0,2.0,523.0,1006.6,1.6,1015.3,233.3885,1014.8,-11.42117,0.0,0.8,1.6,0.6,85.0,,,,,,,,,,,
2021-11-08 07:00:00,1,0,10.38,-0.0,3.1,96.13,9.61,-0.14,-1.6,0.0,21.0,21.0,2.1,4.0,658.0,2.1,700.0,1006.5,1.1,1015.1,233.439,1014.8,-11.10184,0.0,1.5,1.5,0.6,79.0,,,,,,,,,,,
2021-11-08 08:00:00,1,0,10.37,-0.0,2.7,96.12,9.58,-0.13,-1.59,1.0,30.0,26.0,2.2,4.7,748.0,2.6,751.0,1006.8,0.8,1015.4,233.7807,1015.0,-5.367076,0.0,2.1,2.1,1.5,73.0,,,,,,,,,,,
2021-11-08 09:00:00,1,0,10.35,-0.0,2.95,96.12,9.59,-0.13,-1.59,3.0,22.0,38.0,1.8,5.7,825.0,3.4,830.0,1007.2,0.5,1015.8,233.162,1015.4,4.240631,0.0,2.1,2.6,2.1,71.0,,,,,,,,,,,
2021-11-08 10:00:00,1,0,10.34,-0.01,3.15,96.04,9.58,-0.13,-1.57,2.0,57.0,20.0,1.4,3.3,936.0,2.0,902.0,1007.3,0.8,1015.9,234.7014,1015.6,28.78952,0.0,3.5,3.5,2.1,66.0,,,,,,,,,,,
2021-11-08 11:00:00,1,0,10.32,-0.0,2.7,96.1,9.58,-0.14,-1.61,1.0,120.0,68.0,1.0,3.7,1025.0,2.2,1035.0,1007.4,0.7,1015.9,237.5254,1015.7,167.9107,0.0,5.8,5.9,3.5,62.0,,,,,,,,,,,
2021-11-08 12:00:00,1,0,10.31,-0.0,4.09,96.06,9.62,-0.13,-1.59,8.0,53.0,51.0,1.8,4.5,1130.0,2.6,1140.0,1006.8,0.3,1015.3,248.3522,1015.1,112.324,0.0,4.8,5.8,4.7,60.0,,,,,,,,,,,
2021-11-08 13:00:00,1,0,10.31,-0.0,3.08,96.0,9.59,-0.13,-1.59,8.0,39.0,49.0,1.9,4.0,1223.0,2.4,1224.0,1006.3,1.1,1014.8,256.1113,1014.5,81.00224,0.0,5.1,5.1,4.8,57.0,,,,,,,,,,,
2021-11-08 14:00:00,1,0,10.31,-0.01,2.99,95.94,9.58,-0.14,-1.6,5.0,36.0,36.0,2.4,4.7,1325.0,2.4,1400.0,1006.4,1.1,1014.9,253.1412,1014.7,54.39588,0.0,5.0,5.4,4.9,55.0,,,,,,,,,,,
2021-11-08 15:00:00,1,0,10.32,-0.01,3.48,95.85,9.58,-0.13,-1.57,8.0,31.0,31.0,2.5,4.2,1459.0,2.5,1500.0,1005.7,1.2,1014.2,267.6579,1014.0,3.153454,0.0,4.4,5.0,4.1,59.0,,,,,,,,,,,
2021-11-08 16:00:00,1,0,10.32,-0.0,2.93,95.72,9.61,-0.13,-1.58,8.0,31.0,45.0,2.7,5.2,1522.0,2.9,1530.0,1005.5,0.7,1014.0,278.9724,1013.8,-9.865999,0.0,5.0,5.0,4.4,54.0,,,,,,,,,,,
2021-11-08 17:00:00,1,0,10.33,-0.0,2.97,95.69,9.6,-0.13,-1.58,8.0,11.0,33.0,2.5,5.6,1616.0,3.3,1625.0,1004.5,1.9,1013.0,304.4258,1012.7,-10.11311,0.0,5.4,5.5,4.9,54.0,,,,,,,,,,,
2021-11-08 18:00:00,1,0,10.33,-0.0,3.23,95.59,9.6,-0.12,-1.56,8.0,25.0,31.0,2.0,4.5,1725.0,2.6,1716.0,1003.8,1.8,1012.3,318.994,1012.1,-9.828561,0.0,5.7,6.0,5.4,52.0,,,,,,,,,,,
2021-11-08 19:00:00,1,0,10.32,-0.0,2.91,95.53,9.61,-0.13,-1.57,6.0,4.0,22.0,1.3,3.9,1834.0,2.1,1807.0,1003.2,2.3,1011.7,327.6558,1011.4,-9.944732,0.0,6.1,6.2,5.7,53.0,,,,,,,,,,,
2021-11-08 20:00:00,1,0,10.33,-0.0,2.7,95.44,9.59,-0.14,-1.61,8.0,25.0,21.0,1.6,4.1,1936.0,1.8,1953.0,1001.9,2.4,1010.3,336.9188,1010.1,-11.96374,0.0,6.2,6.4,5.7,61.0,,,,,,,,,,,
2021-11-08 21:00:00,1,0,10.34,-0.0,5.22,95.29,9.61,-0.13,-1.58,8.0,16.0,26.0,2.2,4.6,2036.0,2.5,2045.0,999.8,3.9,1008.2,340.8941,1008.1,-11.94862,0.1,6.4,6.8,6.2,67.0,,,,,,,,,,,
2021-11-08 22:00:00,1,0,10.35,-0.0,2.69,95.2,9.62,-0.12,-1.55,8.0,317.0,17.0,0.5,4.2,2138.0,2.4,2110.0,998.0,5.2,1006.4,351.1934,1006.2,-10.3129,0.4,6.0,6.4,5.7,85.0,,,,,,,,,,,
2021-11-08 23:00:00,1,0,10.36,-0.0,4.07,94.96,9.62,-0.13,-1.58,6.0,326.0,358.0,1.1,3.0,2245.0,1.5,2248.0,996.5,5.4,1004.9,353.6194,1004.7,-7.62924,0.7,5.7,6.0,5.6,91.0,,,,,,,,,,,
2021-11-09 00:00:00,1,0,10.4,-0.0,3.35,94.8,9.62,-0.14,-1.61,6.0,322.0,321.0,1.0,3.3,2350.0,1.3,2352.0,995.7,4.3,1004.1,349.5779,1003.8,-7.607342,0.5,5.6,5.7,5.4,93.0,,,,,,,,,,,
2021-11-09 01:00:00,1,0,10.4,-0.0,3.7,94.53,9.58,-0.13,-1.58,6.0,207.0,207.0,3.1,12.1,100.0,3.1,100.0,994.8,3.3,1003.1,346.7318,1003.0,-9.138355,0.1,9.0,9.1,5.6,66.0,,,,,,,,,,,
2021-11-09 02:00:00,1,0,10.41,-0.0,3.84,94.43,9.62,-0.13,-1.59,8.0,177.0,216.0,2.6,8.7,133.0,4.0,107.0,994.3,2.3,1002.6,356.6855,1002.4,-7.362863,1.1,8.5,9.5,8.4,72.0,,,,,,,,,,,
2021-11-09 03:00:00,1,0,10.42,-0.01,3.74,94.34,9.6,-0.13,-1.58,6.0,224.0,224.0,3.8,11.9,254.0,3.8,300.0,993.8,2.0,1002.1,356.9129,1001.9,-7.967176,0.6,8.9,8.9,7.9,70.0,,,,,,,,,,,
2021-11-09 04:00:00,1,0,10.44,-0.01,3.79,94.28,9.6,-0.13,-1.59,6.0,214.0,219.0,4.0,12.0,327.0,4.8,342.0,993.5,1.5,1001.8,347.7931,1001.7,-9.244095,0.2,9.9,10.0,8.9,62.0,,,,,,,,,,,
2021-11-09 05:00:00,1,0,10.45,-0.0,3.68,94.26,9.57,-0.13,-1.57,7.0,226.0,226.0,4.7,10.0,455.0,4.7,500.0,993.2,0.8,1001.4,329.0923,1001.3,-8.931694,0.0,11.4,11.4,9.9,57.0,,,,,,,,,,,
2021-11-09 06:00:00,1,0,10.47,-0.0,4.04,94.11,9.55,-0.14,-1.61,3.0,228.0,213.0,5.0,12.1,555.0,5.3,510.0,993.9,0.1,1002.1,345.4452,1002.1,-9.115032,0.0,10.8,11.6,10.8,62.0,,,,,,,,,,,
2021-11-09 07:00:00,1,0,10.48,-0.01,3.88,94.11,9.6,-0.13,-1.59,3.0,244.0,210.0,2.5,11.9,614.0,5.1,616.0,995.3,1.8,1003.6,351.1718,1003.4,-11.95345,0.0,8.9,10.8,8.9,78.0,,,,,,,,,,,
2021-11-09 08:00:00,1,0,10.5,-0.0,3.92,94.19,9.56,-0.13,-1.59,3.0,253.0,261.0,2.6,7.9,703.0,3.6,746.0,996.3,3.2,1004.7,357.3264,1004.5,-6.456115,1.0,7.5,8.9,7.5,93.0,,,,,,,,,,,
2021-11-09 09:00:00,1,0,10.52,-0.0,4.14,94.25,9.56,-0.14,-1.61,1.0,228.0,206.0,2.4,10.1,818.0,5.9,849.0,996.6,2.7,1004.9,359.6573,1004.8,8.807476,0.5,8.5,9.1,7.5,83.0,,,,,,,,,,,
2021-11-09 10:00:00,1,0,10.54,-0.0,3.88,94.27,9.58,-0.14,-1.59,1.0,227.0,214.0,3.0,9.6,935.0,4.5,940.0,996.6,1.4,1004.9,289.6411,1004.8,28.47979,0.0,9.3,9.4,8.0,76.0,,,,,,,,,,,
